url,label
http://22cef7.icefactory.cl/,1
https://github.com/user/settings,0
http://57bdb7.icefactory.cl/,1
https://microsoft.com/user/settings,0
http://64fb29.icefactory.cl/,1
https://admah.com/,1
http://quarnix-vomtek-c8a521-hn1504jj-g2406mru.pages.dev/,1
https://jazzyt.netlify.app/,1
http://wikipedia.org/update,0
https://tilburguniversity.edu/login,0
http://bc4f19.icefactory.cl/,1
https://funkelixo.net.br/123te123.html,1
https://github.com/user/settings,0
https://google.com/login,0
https://google.com/user/settings,0
https://microsoft.com/contact,0
http://2a75ff.icefactory.cl/,1
https://stackoverflow.com/login,0
http://metamask-docs-l8lvh00ol-consensys-ddffed67.vercel.app/embedded-wallets/troubleshooting,1
https://github.com/about,0
http://ef23b5.icefactory.cl/,1
https://stackoverflow.com/update,0
https://linkedin.com/user/settings,0
https://linkedin.com/about,0
https://wikipedia.org/login,0
https://odbieramy-polaczenie.online/payu/bank/millenium/,1
https://wikipedia.org/about,0
http://8fa1c0.icefactory.cl/,1
http://google.com,0
http://www.actualizacionmicros.weebly.com/,1
https://instagram-usman-haider.vercel.app/,1
https://morvik-clenda-b7d204-rgtt-ponvek.pages.dev/,1
https://apple.com/user/settings,0
http://jelvik-pronda-8f9a33-njyhh-g2406xra.pages.dev/,1
https://tilburguniversity.edu/login,0
https://sp0ct0-curnex-biz-koltra-jemqi.pages.dev/,1
http://gemini.1shine.top/,1
https://google.com/update,0
https://wikipedia.org/contact,0
https://help-io-start-treezer.typedream.app/,1
http://4fd09f.icefactory.cl/,1
https://spotify.com/contact,0
http://84b85a.icefactory.cl/,1
http://www.grand-prize60.blogspot.com/,1
http://nos.nl/user/settings,0
http://564894.icefactory.cl/,1
http://sp15ct7-pravik-biz-holsen-kurmel.pages.dev/,1
https://stackoverflow.com/user/settings,0
https://tilburguniversity.edu,0
http://linkedin.com/about,0
https://spotify.com/contact,0
http://nos.nl/user/settings,0
https://www.license-keys.vercel.app/,1
http://microsoft.com/user/settings,0
http://www.uiehhiow.com/,1
http://lambent-snickerdoodle-40fd2d.netlify.app/,1
https://linkedin.com/login,0
https://microsoft.com/user/settings,0
http://wikipedia.org,0
https://wikipedia.org/user/settings,0
https://github.com/user/settings,0
https://lunmori-gld-felquta-r1t5dk47.pages.dev/,1
https://mwizz.leadsbr.com.br/latest/index.php/campaigns/xw2940e0wr6cd/track-url/qr0503kse065a/5ec8312732b0095f585fa756a3c5a93ec9e2f587,1
https://spotify.com/update,0
http://nos.nl/update,0
https://inset-liveledger-en.netlify.app/,1
http://spotify.com/user/settings,0
http://3d831e.icefactory.cl/,1
https://spotify.com/contact,0
https://learn-start-io-trezor-us.typedream.app/,1
https://linkedin.com/login,0
http://apple.com/about,0
http://wikipedia.org,0
http://spotify.com/contact,0
http://spotify.com/update,0
https://draxil-zomber-1e91ac-kthn-dravik.pages.dev/,1
http://150253.icefactory.cl/,1
http://63b182.icefactory.cl/,1
http://www.comcsat.weebly.com/,1
https://spotify.com/user/settings,0
http://google.com,0
http://www.myxfinitycom.weebly.com/,1
http://spotify.com/about,0
https://nos.nl/about,0
http://www.cuddly-disco-alpha.vercel.app/,1
http://github.com,0
https://microsoft.com/contact,0
https://apple.com/update,0
https://wikipedia.org/contact,0
https://stackoverflow.com,0
https://stackoverflow.com/contact,0
http://f52d26.icefactory.cl/,1
http://www.xfinitycomhelp.weebly.com/,1
http://linkedin.com,0
https://sp15ct7-hurnel-biz-fostek-ravnik.pages.dev/,1
http://wikipedia.org/about,0
http://14539e.icefactory.cl/,1
https://portal-us-ledgercom-cdn.netlify.app/,1
http://sp15ct7-kurzel-biz-monrik-falven.pages.dev/,1
http://www.shopee8083.blogspot.com/,1
http://nos.nl/contact,0
http://sp15ct7-ronvek-biz-helsar-kemvik.pages.dev/,1
http://microsoft.com/about,0
http://spotify.com,0
https://microsoft.com/about,0
https://google.com/contact,0
https://nos.nl/contact,0
https://tloi-kdi-6csf7-s6q28w-r5d.pages.dev/,1
https://apple.com/contact,0
https://frequent-industry-913696.framer.app/,1
https://backupiau.direct.quickconnect.to/,1
https://sp15ct7-rastel-biz-kolnar-fimvek.pages.dev/,1
https://nos.nl/about,0
https://google.com/about,0
https://wikipedia.org,0
http://www.outlook-fastseed-validate-75484.weebly.com/,1
http://programundian-shopee1010.blogspot.com/,1
https://google.com/login,0
https://ee7ca9.icefactory.cl/,1
http://wikipedia.org/about,0
http://b1fc29.icefactory.cl/,1
http://t9m3-h18-i0vqr-5k33-zki-os4x.pages.dev/,1
http://nexari-blimor-1a63ef-hr1504jj-gn2406xut.pages.dev/,1
http://3c0354.icefactory.cl/,1
http://loginbelll.netlify.app/,1
https://2tywdr-ovc0j-yp7-enx8w-qa0u0u.pages.dev/,1
https://melodic-cranachan-837c34-bn1204n-gh-2406gmd.pages.dev/,1
https://benevolent-valkyrie-89c0d6-2406pdl.pages.dev/,1
http://plaxor-dremik-2cb715-hf1504rr-br2406mqa.pages.dev/,1
http://apple.com/login,0
https://stackoverflow.com/login,0
https://wikipedia.org/contact,0
http://e43482.icefactory.cl/,1
https://apple.com/about,0
https://tilburguniversity.edu/contact,0
http://help-ledger-eng-start.typedream.app/,1
http://autoscout24opt.com/,1
https://sp0ct-belrem-biz-delqok-lorvix.pages.dev/,1
https://stackoverflow.com,0
http://apple.com,0
http://trelvo-samrik-46f29d-br1504bn-ny2406pax.pages.dev/,1
https://tilburguniversity.edu,0
http://wikipedia.org/user/settings,0
http://wikipedia.org/about,0
http://tilburguniversity.edu/update,0
https://github.com/update,0
https://spotify.com,0
http://www.expense-eight-weld.vercel.app/,1
https://e23859.icefactory.cl/,1
https://e364ff.icefactory.cl/,1
http://spotify.com/login,0
http://github.com,0
http://139543.icefactory.cl/,1
http://2eaeb7.icefactory.cl/,1
https://stackoverflow.com/contact,0
https://spotify.com,0
https://nos.nl/contact,0
https://www.discordclone-smoky.vercel.app/,1
https://transcendent-quokka-c4c95c.netlify.app/,1
http://nos.nl/user/settings,0
http://spotify.com/user/settings,0
http://sea-turtle-app-jzwpn.ondigitalocean.app/,1
https://wikipedia.org/contact,0
https://6c21d1.icefactory.cl/,1
http://flourishing-marzipan-b0969f.netlify.app/,1
http://9a0513.icefactory.cl/,1
https://linkedin.com/login,0
http://binancewallett.blogspot.com/,1
https://linkedin.com/update,0
https://ledger-live-download-sso-conect.typedream.app/,1
https://github.com/about,0
https://xfinity-customer-care.weebly.com/,1
https://microsoft.com/about,0
http://8a7d39.icefactory.cl/,1
https://crenox-filda-d5c471-shrr-ponvek.pages.dev/,1
https://spotify.com,0
https://keen-liger-2bf69b.netlify.app/,1
http://linkedin.com/login,0
https://nos.nl/login,0
http://www.m.6442.win/,1
http://microsoft.com/contact,0
https://imaginative-klepon-32cfee.netlify.app/,1
http://nos.nl/contact,0
http://orenox-filda-d5c471-shrr-thrr.pages.dev/,1
https://grand-prize60.blogspot.com/,1
https://nos.nl/about,0
